Review Text,Review Length,Thumb Text,Play Hours,Date Posted
The visuals in this game are like no other. Definitely a video game gem.,59,Recommended,22.1 hrs on record,Posted: April 11
its so fun,8,Recommended,94.0 hrs on record,Posted: April 11
very very good,12,Recommended,32.7 hrs on record,Posted: April 11
trm,3,Recommended,7.4 hrs on record,Posted: April 11
Absolute unfettered peak,22,Recommended,40.8 hrs on record,Posted: April 11
very good my little sister bought it for me :0,37,Recommended,23.9 hrs on record,Posted: April 11
Awesome game,11,Recommended,32.0 hrs on record,Posted: April 11
This game was one of the best Singleplayer games I've ever played!!!,57,Recommended,32.0 hrs on record,Posted: April 11
"Very fun game. At launch it did have issues with loading, crashing, and i'm sure other stuff but, so far the company has helped improved the game much since the release. I've noticed some graphical bugs but, nothing that makes it unplayable.",200,Recommended,53.9 hrs on record,Posted: April 11
♥♥♥♥ me what a story line :),22,Recommended,40.3 hrs on record,Posted: April 11
This game is ♥♥♥♥♥♥♥ masterpiece,28,Recommended,37.5 hrs on record,Posted: April 11
"The game itself is fun. What is NOT fun, is that I'm being forced to play as Mary Jane. It's literally called Spider-Man 2. There are 2 Spider-Men. So why put in these dumb missions with MJ?",154,Recommended,27.6 hrs on record,Posted: April 11
it is really fun.,14,Recommended,13.2 hrs on record,Posted: April 11
Good game,8,Recommended,5.5 hrs on record,Posted: April 11
"Forced to watch Woke nonsense you cant skip - Game is a lot of fun except not being able to skip some ""movie type"" scenes. Stop virtue signalling in video games / movies.",138,Not Recommended,103.4 hrs on record,Posted: April 11
"Product received for free

yes",27,Recommended,136.6 hrs on record,Posted: April 10
"The game has been running well on my computer. Nonetheless, I had to greatly reduce the quality of the game in order to minimise lag. In particular, I lowered the graphics to ""LOW"" and the resolution to 2K. Though reduced in quality, I have not run into any serious lags or game breaking glitches since. Sometimes the framerate is reduced during cutscenes, but not too often (also, their eyes in the dark during cutscenes are strange and you cannot read anything written on paper in the game). Definitely not as bad as I was expecting, given the comments and poor reception at launch.

My computer: 32gb RAM, AMD Ryzen 7 5700X 8-Core Processor (3.40 GHz), NVIDIA GeForce RTX 4060",562,Recommended,27.3 hrs on record,Posted: April 11
This is truly dare I say it a perfect sequel. The characters changed compared to the first game design wise but not in an unnatural way. The story is magnificent and feels like playing a comic book. Combat is super satisfying once you got some upgrades and abilities going but can be a bit much at first. But let's speak about the elephant in the room. The performance of this game is utter garbage at times. I tried so many things to get it running but the endless stuttering of cutscenes and sometimes audio delay could not be stopped. Even when I set all my graphics on low it still lagged like crazy at times. This is a huge bummer because other than that this game would be a solid 9/10. Would definetely recommend if you're a spiderman fan and if you can stand the lag that will most likely still occur!,658,Recommended,34.5 hrs on record,Posted: April 10
"Product received for free

its a good game but...

i would have wanted some more dlcs there was only like 1 good and yeah wish there were something like spiderman 1 with hammerhead or something

and when kraven killed all the villains that was a little overkill",218,Recommended,117.8 hrs on record,Posted: April 10
venom yum,8,Recommended,44.2 hrs on record,Posted: April 10
Woah is your can spider man adventure god,34,Recommended,181.2 hrs on record,Posted: April 10
Amazing needs DLC,15,Recommended,46.3 hrs on record,Posted: April 10
"Gameplay is nice, but it does get a little political sometimes which isn't so nice",68,Recommended,46.1 hrs on record,Posted: April 10
"you know already, i have no time to waste",33,Not Recommended,101.4 hrs on record,Posted: April 10
its good,7,Recommended,9.5 hrs on record,Posted: April 10
good game 9.5/10 performance was a little over the place but other than that it was a great experience,84,Recommended,53.4 hrs on record,Posted: April 10
yes,3,Recommended,38.6 hrs on record,Posted: April 10
"Definitely an unstable port still, getting audio desync during cutscenes and texture loading delays. Also still has some general performance issues (specifically with ray-tracing and DLSS for me), but better than when it launched though.",203,Not Recommended,4.4 hrs on record,Posted: April 10
When I first bought the game it ran very poorly. After consistent patches that is no longer a problem. The game runs fantastically now and looks incredible. Everything apart from the story and side content is better than the first game.,196,Recommended,15.7 hrs on record,Posted: April 10
we want spiderman 3 ASAP 🎈,21,Recommended,598.4 hrs on record,Posted: April 10
It's Good,8,Recommended,76.7 hrs on record,Posted: April 10
fsadfg,6,Recommended,22.6 hrs on record,Posted: April 10
it is a really good game,19,Recommended,121.7 hrs on record,Posted: April 10
too maney black personss in the gam!!!!! not good!!,43,Not Recommended,16.6 hrs on record,Posted: April 10
"The gameplay and story is better than the first.

My only issues with graphics, with seems to be just the pc port. I experience black flashes occasionally and during a specific boss fight, it was very...bad graphically but still playable. Hopefully the team keeps fixing this.",232,Recommended,28.0 hrs on record,Posted: April 10
I love this game but I gotta give it a thumbs down I have an Ultra Wide monitor and while it supports it the pause menu sometimes flickers and didn't think anything of it until I went to grab some food came back and after closing the game saw the game menu options burned into my screen its been almost 24 hours and its still there :/,268,Not Recommended,29.2 hrs on record,Posted: April 10
"Product refunded

If you don't own a PS5, ignore this review.

I'm very unhappy with how the game runs on both my Steam Deck and PC. I refunded it because no matter how many graphics settings I changed, I couldn't get the game to look like anything but a mess of ghosting pixels while running at 15fps in 720p (on Steam Deck). Furthermore, running it on my much more capable (Linux) PC wasn't any better. I changed to different Proton versions because some things weren't showing up right in cutscenes (for example, Miles' HUD was supposed to show up glitching in one cutscene, but it didn't show up at all.) If you own a PS5, I would get this game on there instead because it doesn't run well on Linux whatsoever. Doesn't even seem like the game was optimized.

I basically 100%ed the game on PS5, so I do enjoy the game. I'm not gonna get it on PC til this port is actually optimized.",725,Not Recommended,1.0 hrs on record,Posted: April 10
